Admitted,Place,Case_Year,Admitted,Found_on,Brought_in_after,City,County,Reason,Reason_edited,Reason_e,First_aid,Species,Species_e,Sex,Sex_e,Age,Age_e,G_O,Disposition,DDate,weight,BCS,attitude,dehydration,head,CNS,cardiopulmonary,GI,musculoskeletal,integument,body,forelimb,forelimb_e,hindlimb,hindlimb_e,treatment,Heat,Fluids,NSAID,Antibiotic,Steroid,treatment_e,admit_date,found_date,ID,r,Disposition_binary,F_Aid,month,season
2000-06-09,Lindsey,2000,2000-06-09,2000-06-09,0,Concord,Contra Costa County,Unknown - brought in by a friend.,unknown,unknown,unknown,ANHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Released,2000-07-07 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2000-06-09,2000-06-09,1848_ANHU,unknown,Released,No,6,Summer
2000-06-29,Lindsey,2000,2000-06-29,2000-06-12,17,Martinez,Contra Costa County,"per pr: injured wing, found on property",found on the ground,found on the ground,sugar water,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Released,2000-07-12 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2000-06-29,2000-06-12,1849_ANHU,found on the ground,Released,Yes,6,Summer
2000-06-10,Lindsey,2000,2000-06-10,2000-06-10,0,Clayton,Contra Costa County,"Found bird beneath a tree on the ground motionless, left it alone for a while and it didn?t move for a few minutes, when picked up it could open its wings, and has since began to peep.",found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Released,2000-07-13 00:00:00,4.50,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Necktar+, called SM",1.0,0.0,0.0,0.0,0.0,yes,2000-06-10,2000-06-10,1850_ANHU,found on the ground,Released,No,6,Summer
2000-06-13,Lindsey,2000,2000-06-13,2000-06-13,0,Danville,Contra Costa County,Found in the parking lot. no nest around.,found on the ground,found on the ground,water,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Released,2000-06-22 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2000-06-13,2000-06-13,1852_ANHU,found on the ground,Released,Yes,6,Summer
2000-06-14,Lindsey,2000,2000-06-14,2000-06-14,0,Concord,Contra Costa County,was sitting on the ground in front of her front door,found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Died in 24hr,2000-06-14 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, LRS",1.0,0.0,0.0,0.0,0.0,yes,2000-06-14,2000-06-14,1853_ANHU,found on the ground,Died,No,6,Summer
2000-06-16,Lindsey,2000,2000-06-16,2000-06-16,0,Concord,Contra Costa County,"On the ground, cat was near him so not sure if he actually got a hold of him.",caught by domestic animal,caught by domestic animal,unknown,BCHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Released,2000-07-07 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2000-06-16,2000-06-16,1854_BCHU,caught by domestic animal,Released,No,6,Summer
2000-06-18,Lindsey,2000,2000-06-18,2000-06-18,0,Walnut Creek,Contra Costa County,Hopping on the driveway; wing appeared to be drooping,found on the ground,found on the ground,sugar water,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Euthanized in 24hr,2000-06-18 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2000-06-18,2000-06-18,1857_ANHU,found on the ground,Died,Yes,6,Summer
2000-06-19,Lindsey,2000,2000-06-19,2000-06-19,0,Walnut Creek,Contra Costa County,"kicked out of nest, didn?t fit to put it back",fell out of a nest,nest-related,sugar water,BCHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Released,2000-07-15 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"Nektar +5-1, called Robin",0.0,1.0,0.0,0.0,0.0,yes,2000-06-19,2000-06-19,1858_BCHU,nest-related,Released,Yes,6,Summer
2000-06-19,Lindsey,2000,2000-06-19,2000-06-18,1,Benicia,Solano County,"Found in back of pick-up truck driven from Half Moon Bay, unknown as to wether h bird was in truck in Half Moon Bay",found on the car,unknown,sugar water,ALHU,Selasphorus,unknown,Female-like ,Fledgling,adult-like,Selasphorus spp.,Released,2000-07-07 00:00:00,3.40,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar + 5-1",1.0,1.0,0.0,0.0,0.0,yes,2000-06-19,2000-06-18,1859_ALHU,unknown,Released,Yes,6,Summer
2000-06-20,Lindsey,2000,2000-06-20,2000-06-20,0,Walnut Creek,Contra Costa County,about  1/4 mile from home address.,unknown,unknown,sugar water,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Released,2000-07-07 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar +",1.0,1.0,0.0,0.0,0.0,yes,2000-06-20,2000-06-20,1860_ANHU,unknown,Released,Yes,6,Summer
2000-06-20,Lindsey,2000,2000-06-20,2000-06-20,0,Concord,Contra Costa County,Found on ground in yard,found on the ground,found on the ground,unknown,BCHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Released,2000-07-13 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2000-06-20,2000-06-20,1861_BCHU,found on the ground,Released,No,6,Summer
2000-06-21,Lindsey,2000,2000-06-21,2000-06-21,0,San Ramon,Contra Costa County,"found under tree, could not find nest nearby",found on the ground,found on the ground,sugar water,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Released,2000-07-07 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2000-06-21,2000-06-21,1864_ANHU,found on the ground,Released,Yes,6,Summer
2000-06-23,Lindsey,2000,2000-06-23,2000-06-23,0,Pleasant Hill,Contra Costa County,"Bird was sitting on the windshield against the windshield wiper, discovered the bird while driving away.  Looked for a nest in the trees, but the tree was very dense and couldn?t find it.  When first approached, it flew off the car about thirty feet and tried to land on a tree trunk, then flew to the groud (seemed very uncontrolled).  Left it alone for a while, but got worried about it.",found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Euthanized +24hr,2000-06-29 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2000-06-23,2000-06-23,1865_ANHU,found on the ground,Died,No,6,Summer
2000-06-24,Lindsey,2000,2000-06-24,2000-06-24,0,Pleasant Hill,Contra Costa County,caught by domestic animal,caught by domestic animal,caught by domestic animal,unknown,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Released,2000-07-08 00:00:00,3.60,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, LMOM species manager",1.0,0.0,0.0,0.0,0.0,yes,2000-06-24,2000-06-24,1868_ANHU,caught by domestic animal,Released,No,6,Summer
2000-06-24,Lindsey,2000,2000-06-24,2000-06-21,3,unknown,unknown,mother killed (finder from Sacramento),found in the nest,nest-related,sugar water,ANHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Died +24hr,2000-07-15 00:00:00,3.20,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, cleaned, called species manager",1.0,0.0,0.0,0.0,0.0,yes,2000-06-24,2000-06-21,1870_ANHU,nest-related,Died,Yes,6,Summer
2000-06-24,Lindsey,2000,2000-06-24,2000-06-24,0,Walnut Creek,Contra Costa County,on concrete,found on the ground,found on the ground,unknown,ANHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Released,2000-07-12 00:00:00,4.60,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, called species manager",1.0,0.0,0.0,0.0,0.0,yes,2000-06-24,2000-06-24,1871_ANHU,found on the ground,Released,No,6,Summer
2000-06-24,Lindsey,2000,2000-06-24,2000-06-24,0,Walnut Creek,Contra Costa County,Cat caught,caught by domestic animal,caught by domestic animal,unknown,ANHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Released,2000-07-13 00:00:00,3.40,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2000-06-24,2000-06-24,1872_ANHU,caught by domestic animal,Released,No,6,Summer
2000-06-25,Lindsey,2000,2000-06-25,2000-06-24,1,Antioch,Contra Costa County,"Have been watching the nest for ?quite a while,? yesterday found the baby sitting on the windsheild of the car below the nest, tried to reintroduce to the nest three times, but kept finding a baby on the window later, had been a windy day, stable activity since capture - ?feisty?",fell out of a nest,nest-related,nectar,ANHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Released,2000-07-15 00:00:00,3.40,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nekton I +Nekton Lori, LMOM for Robin Pulich",1.0,0.0,0.0,0.0,0.0,yes,2000-06-25,2000-06-24,1873_ANHU,nest-related,Released,Yes,6,Summer
2000-06-25,Lindsey,2000,2000-06-25,2000-06-25,0,Moraga,Contra Costa County,Cat caught,caught by domestic animal,caught by domestic animal,unknown,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Died in 24hr,2000-06-25 00:00:00,4.50,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat lrs po called SM Robin Pulich LMOM called again wk number LMOM. never called back.,1.0,0.0,0.0,0.0,0.0,yes,2000-06-25,2000-06-25,1874_ANHU,caught by domestic animal,Died,No,6,Summer
2000-06-27,Lindsey,2000,2000-06-27,2000-06-27,0,Walnut Creek,Contra Costa County,found in patio area it had hit the window,window hit,window hit,unknown,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Euthanized +24hr,2000-07-21 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2000-06-27,2000-06-27,1876_ANHU,window hit,Died,No,6,Summer
2000-06-28,Lindsey,2000,2000-06-28,2000-06-28,0,Walnut Creek,Contra Costa County,"sitting in driveway, flapping wings but not getting of the ground",found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Died in 24hr,unknown,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, LRS",1.0,0.0,0.0,0.0,0.0,yes,2000-06-28,2000-06-28,1877_ANHU,found on the ground,Died,No,6,Summer
2000-06-29,Lindsey,2000,2000-06-29,2000-06-29,0,Orinda,Contra Costa County,Injured on side of office building. No cats observed.,found on the ground,found on the ground,sugar water,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Euthanized +24hr,2000-07-06 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2000-06-29,2000-06-29,1878_ANHU,found on the ground,Died,Yes,6,Summer
2000-06-30,Lindsey,2000,2000-06-30,2000-06-30,0,Alamo,Contra Costa County,"Lying in the gutter in front of house, poss caught by jays",found in the gutter,found on the ground,"water, karo syrup",ANHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Died in 24hr,2000-06-30 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2000-06-30,2000-06-30,1879_ANHU,found on the ground,Died,Yes,6,Summer
2000-07-02,Lindsey,2000,2000-07-02,2000-06-02,30,Concord,Contra Costa County,"Nest outside their window, mother has been gone two days.  This morning bird was laying on the grass.  Cats around so she picked it up.",fell out of a nest,nest-related,unknown,ANHU,Non-selasphorus,unknown,unknown,Nestling,Nestling,Non-selasphorus spp.,Died +24hr,2000-07-13 00:00:00,3.60,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Necton Lori + Necton I + 10 parts water",1.0,0.0,0.0,0.0,0.0,yes,2000-07-02,2000-06-02,1880_ANHU,nest-related,Died,No,7,Summer
2000-07-06,Lindsey,2000,2000-07-06,2000-07-03,3,Concord,Contra Costa County,"Found 3 days ago.  Laying on the grass, shaking and trembling.",found on the ground,found on the ground,sugar water,ANHU,ANHU,unknown,Female-like ,Fledgling,adult-like,Non-selasphorus spp.,Released,2000-07-24 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2000-07-06,2000-07-03,1881_ANHU,found on the ground,Released,Yes,7,Summer
2000-07-07,Lindsey,2000,2000-07-07,2000-07-07,0,unknown,unknown,left at door,found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Released,2000-07-29 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2000-07-07,2000-07-07,1882_ANHU,found on the ground,Released,No,7,Summer
2000-07-08,Lindsey,2000,2000-07-08,2000-07-07,1,Walnut Creek,Contra Costa County,Found hanging on feeder.  Could not fly.  Donor requests animal be released at their residence.,found at the feeder,suspect torpor-like state,nectar,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Euthanized +24hr,2000-07-18 00:00:00,4.20,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Necktar+",1.0,0.0,0.0,0.0,0.0,yes,2000-07-08,2000-07-07,1884_ANHU,suspect torpor-like state,Died,Yes,7,Summer
2000-07-08,Lindsey,2000,2000-07-08,2000-07-08,0,Concord,Contra Costa County,Bird was on ground; wing looked unusual (sticking out),found on the ground,found on the ground,unknown,ALHU,Selasphorus,unknown,Female-like ,Adult,adult-like,Selasphorus spp.,Released,2000-07-10 00:00:00,3.50,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, called Lisa W.",1.0,0.0,0.0,0.0,0.0,yes,2000-07-08,2000-07-08,1885_ALHU,found on the ground,Released,No,7,Summer
2000-07-09,Lindsey,2000,2000-07-09,2000-07-08,1,Alamo,Contra Costa County,Laying on lawn,found on the ground,found on the ground,water,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Died +24hr,2000-07-15 00:00:00,4.10,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Necktar+",1.0,0.0,0.0,0.0,0.0,yes,2000-07-09,2000-07-08,1886_ANHU,found on the ground,Died,Yes,7,Summer
2000-07-10,Lindsey,2000,2000-07-10,2000-07-10,0,Martinez,Contra Costa County,Flew into window 30 minutes before bringing in.,window hit,window hit,unknown,ALHU,Selasphorus,unknown,Female-like ,Juvenile,adult-like,Selasphorus spp.,Died in 24hr,2000-07-10 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2000-07-10,2000-07-10,1887_ALHU,window hit,Died,No,7,Summer
2000-07-12,Lindsey,2000,2000-07-12,2000-07-12,0,Walnut Creek,Contra Costa County,stuck in fly paper,stuck to a stick trap,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Euthanized +24hr,2000-09-06 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, called SM",1.0,0.0,0.0,0.0,0.0,yes,2000-07-12,2000-07-12,1888_ANHU,found on the ground,Died,No,7,Summer
2000-07-12,Lindsey,2000,2000-07-12,2000-07-11,1,Danville,Contra Costa County,Found on concrete patio.  Was?nt moving very much.,found on the ground,found on the ground,sugar water,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Died in 24hr,2000-07-12 00:00:00,307.00,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, bathed,tried Nektar+ didn?t eat",1.0,1.0,0.0,0.0,0.0,yes,2000-07-12,2000-07-11,1889_ANHU,found on the ground,Died,Yes,7,Summer
2000-07-20,Lindsey,2000,2000-07-20,2000-07-19,1,Oakland,Alameda County,cat caught. Person would like this bird to go back into either their yard or very close by. Could you possibly notify this person if and when this animal is released.,caught by domestic animal,caught by domestic animal,unknown,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Died in 24hr,2000-07-20 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+ 5to1, LM for Janet",1.0,1.0,0.0,0.0,0.0,yes,2000-07-20,2000-07-19,1894_ANHU,caught by domestic animal,Died,No,7,Summer
2000-07-21,Lindsey,2000,2000-07-21,2000-07-21,0,Lafayette,Contra Costa County,"Saw it on the ground trying to fly, seemed panicky - it was very windy and she didn?t see a nest",found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Euthanized +24hr,2000-08-02 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2000-07-21,2000-07-21,1895_ANHU,found on the ground,Died,No,7,Summer
2000-07-24,Lindsey,2000,2000-07-24,2000-07-24,0,Oakland,Alameda County,missing feathers could not fly,unknown,unknown,unknown,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Euthanized +24hr,2000-08-11 00:00:00,4.50,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, called Robin P., called Lisa W.",1.0,0.0,0.0,0.0,0.0,yes,2000-07-24,2000-07-24,1896_ANHU,unknown,Died,No,7,Summer
2000-07-28,Lindsey,2000,2000-07-28,2000-07-28,0,San Ramon,Contra Costa County,"Found on outside walkway near building, fluttering around, unable to fly. Possibly hit glass windows",window hit,window hit,unknown,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Died in 24hr,2000-07-28 00:00:00,4.30,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2000-07-28,2000-07-28,1897_ANHU,window hit,Died,No,7,Summer
2000-08-01,Lindsey,2000,2000-08-01,2000-07-31,1,Berkeley,Alameda County,"flapping wings, not flying",unknown,unknown,sugar water,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Died in 24hr,2000-08-01 00:00:00,4.10,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+, never did eat well",1.0,1.0,0.0,0.0,0.0,yes,2000-08-01,2000-07-31,1898_ANHU,unknown,Died,Yes,8,Summer
2000-08-01,Lindsey,2000,2000-08-01,2000-08-01,0,Richmond,Contra Costa County,rescued from cat.,caught by domestic animal,caught by domestic animal,unknown,ALHU,Selasphorus,unknown,Female-like ,Juvenile,adult-like,Selasphorus spp.,Died in 24hr,2000-08-02 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2000-08-01,2000-08-01,1899_ALHU,caught by domestic animal,Died,No,8,Summer
2000-08-18,Lindsey,2000,2000-08-18,2000-08-18,0,Pleasant Hill,Contra Costa County,crashed into window.,window hit,window hit,nectar,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Died +24hr,2000-08-23 00:00:00,4.30,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2000-08-18,2000-08-18,1900_ANHU,window hit,Died,Yes,8,Summer
2000-08-25,Lindsey,2000,2000-08-25,2000-08-25,0,Moraga,Contra Costa County,caught by domestic animal,caught by domestic animal,caught by domestic animal,unknown,ALHU,Selasphorus,unknown,Female-like ,Juvenile,adult-like,Selasphorus spp.,Euthanized in 24hr,2000-08-25 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2000-08-25,2000-08-25,1901_ALHU,caught by domestic animal,Died,No,8,Summer
2000-09-04,Lindsey,2000,2000-09-04,2000-09-04,0,Concord,Contra Costa County,Cat caught.  Took the bird away from the cat. Twice.,caught by domestic animal,caught by domestic animal,unknown,ALHU,Selasphorus,unknown,Female-like ,Adult,adult-like,Selasphorus spp.,Died in 24hr,2000-09-05 00:00:00,3.20,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, baytril, Nectar+, attempted to call Robin Pulich - no answer at home, LMOM @ work.  LMOM for Lisa Windflower",1.0,1.0,0.0,1.0,0.0,yes,2000-09-04,2000-09-04,1904_ALHU,caught by domestic animal,Died,No,9,Fall
2000-09-06,Lindsey,2000,2000-09-06,2000-09-06,0,Walnut Creek,Contra Costa County,on walkway trying to manuever around,found on the ground,found on the ground,unknown,ALHU,Selasphorus,unknown,Female-like ,Juvenile,adult-like,Selasphorus spp.,Euthanized +24hr,2000-10-09 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2000-09-06,2000-09-06,1906_ALHU,found on the ground,Died,No,9,Fall
2000-09-06,Lindsey,2000,2000-09-06,2000-09-06,0,Lafayette,Contra Costa County,may have flown into a window,window hit,window hit,unknown,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Died in 24hr,2000-09-06 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2000-09-06,2000-09-06,1907_ANHU,window hit,Died,No,9,Fall
2000-09-07,Lindsey,2000,2000-09-07,2000-09-07,0,Alameda,Alameda County,upside down by some flowers on ground,found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Died in 24hr,2000-09-07 00:00:00,,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2000-09-07,2000-09-07,1908_ANHU,found on the ground,Died,No,9,Fall
2000-09-21,Lindsey,2000,2000-09-21,2000-09-20,1,Piedmont,Alameda County,"cat caught.  If at all possible this person would like to have this bird released back into their yard, or be notified and help with the release.",caught by domestic animal,caught by domestic animal,nectar,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Died in 24hr,2000-09-21 00:00:00,4.40,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nektar+",1.0,1.0,0.0,0.0,0.0,yes,2000-09-21,2000-09-20,1910_ANHU,caught by domestic animal,Died,Yes,9,Fall
2000-10-08,Lindsey,2000,2000-10-08,2000-10-08,0,Berkeley,Alameda County,Sitting on back stairs,found on the ground,found on the ground,sugar water,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Died +24hr,2000-10-12 00:00:00,4.30,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, Nectar+,  Attempted to call Lisa Windflower-line busy",1.0,1.0,0.0,0.0,0.0,yes,2000-10-08,2000-10-08,1911_ANHU,found on the ground,Died,Yes,10,Fall
2000-10-11,Lindsey,2000,2000-10-11,2000-10-11,0,Walnut Creek,Contra Costa County,suddenly fell to the ground,found on the ground,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Euthanized in 24hr,2000-10-11 00:00:00,4.90,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,heat,1.0,0.0,0.0,0.0,0.0,yes,2000-10-11,2000-10-11,1913_ANHU,found on the ground,Died,No,10,Fall
2000-10-14,Lindsey,2000,2000-10-14,2000-10-14,0,San Ramon,Contra Costa County,"Probably hit window, then was stepped on",window hit,window hit,unknown,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Died in 24hr,2000-10-15 00:00:00,4.40,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, 2 mg/kg dex elixir (0.08cc) po, Nectar+, LMOM for Robin Pulich (Lisa Windflower is out of town.)",1.0,1.0,0.0,0.0,1.0,yes,2000-10-14,2000-10-14,1914_ANHU,window hit,Died,No,10,Fall
2000-10-14,Lindsey,2000,2000-10-14,2000-10-14,0,Alamo,Contra Costa County,probably flew into a window.  lying on back  and beak was opening and closing.         tried to fly when they caught it.,window hit,window hit,unknown,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Released,2000-12-24 00:00:00,3.80,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, 2 mg/kg dex elixir (0.08cc)",1.0,0.0,0.0,0.0,1.0,yes,2000-10-14,2000-10-14,1915_ANHU,window hit,Released,No,10,Fall
2000-10-23,Lindsey,2000,2000-10-23,2000-10-23,0,Walnut Creek,Contra Costa County,Found on deck below window - appeared stunned. Revived somewhat. Flaps wings but doesn?t fly away.,window hit,window hit,unknown,ANHU,ANHU,unknown,Female-like ,Juvenile,adult-like,Non-selasphorus spp.,Euthanized +24hr,2000-11-02 00:00:00,4.30,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, 1 mg/kg dex elixir (0.04cc), called Robin Pulich and Jackie lewis",1.0,0.0,0.0,0.0,1.0,yes,2000-10-23,2000-10-23,1916_ANHU,window hit,Died,No,10,Fall
2000-10-24,Lindsey,2000,2000-10-24,2000-10-24,0,Concord,Contra Costa County,hanging upside down by a thread,stuck in a thread,found on the ground,unknown,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Died in 24hr,2000-10-24 00:00:00,3.70,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, fluids, Nektar +",1.0,1.0,0.0,0.0,0.0,yes,2000-10-24,2000-10-24,1917_ANHU,found on the ground,Died,No,10,Fall
2000-10-27,Lindsey,2000,2000-10-27,2000-10-26,1,Walnut Creek,Contra Costa County,found lying on ground near glass doors,found on the ground,found on the ground,sugar water,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Died in 24hr,2000-10-27 00:00:00,3.80,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, 2mg/kg dex elixir (.07cc), Nektar +",1.0,1.0,0.0,0.0,1.0,yes,2000-10-27,2000-10-26,1919_ANHU,found on the ground,Died,Yes,10,Fall
2000-10-29,Lindsey,2000,2000-10-29,2000-10-29,0,Antioch,Contra Costa County,Hit window.  Lost feathers.  Donor interested  in release information.,window hit,window hit,unknown,ANHU,ANHU,unknown,Female-like ,Adult,adult-like,Non-selasphorus spp.,Released,2000-11-03 00:00:00,4.40,unknown,unknown,unknown,,,,,,,,,unknown,,unknown,"heat, 2mg/kg dex elixir (0.08cc) po, Nektar +, LMOM for Robin Pulich",1.0,1.0,0.0,0.0,1.0,yes,2000-10-29,2000-10-29,1920_ANHU,window hit,Released,No,10,Fall
